run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level
6c9f31fb0e,ibm/granite-4-h-tiny,human,70,man,heterosexual,Washington DC,retired,vocational diploma,married,2,native-born American,Islam,no formal education,upper secondary,"painting, reading novels, baking","literature, economics","maths, biology",25,low,11,low,23,low,43,moderate,4,low
95cc393315,ibm/granite-4-h-tiny,human,18,woman,bisexual,Milan,full-time student,upper secondary,in a relationship,0,native-born Italian,Islam,lower secondary,no formal education,"baking, cycling","history, computer science","economics, biology",5,low,39,moderate,61,moderate,91,high,6,low
145cc11bf3,ibm/granite-4-h-tiny,human,40,woman,asexual,Lecce,unemployed,master's degree,divorced,0,native-born Italian,Christianity,master's degree,bachelor's degree,"baking, travel, cooking, gardening","chemistry, art","philosophy, computer science",59,moderate,16,low,39,moderate,34,moderate,73,high
923444c7b8,ibm-granite/granite-4.0-h-tiny,human,29,woman,bisexual,Naples,employed full-time,vocational diploma,single,0,native-born Italian,Agnostic,PhD,master's degree,"gardening, baking, knitting, travel, classical music","economics, maths","literature, art",90,high,25,low,62,moderate,61,moderate,83,high
53d599deae,ibm/granite-4-h-tiny,human,40,man,heterosexual,New York,employed full-time,upper secondary,married,2,native-born American,Islam,PhD,lower secondary,"photography, videogames, gardening, birdwatching","economics, chemistry","philosophy, biology",62,moderate,70,high,91,high,76,high,36,moderate
7a88283ff8,ibm/granite-4-h-tiny,human,24,man,heterosexual,Philadelphia,full-time student,bachelor's degree,in a relationship,0,native-born American,Islam,bachelor's degree,lower secondary,"board games, cinema, yoga, birdwatching","history, computer science","biology, maths",10,low,68,high,27,low,17,low,12,low
2e412ca6f5,ibm/granite-4-h-tiny,human,35,woman,heterosexual,Bologna,self-employed,lower secondary,married,0,native-born Italian,Islam,lower secondary,lower secondary,"painting, baking, yoga","chemistry, literature","economics, biology",36,moderate,74,high,26,low,48,moderate,94,high
b2060810f8,ibm/granite-4-h-tiny,human,20,man,heterosexual,Milan,full-time student,upper secondary,single,0,native-born Italian,Agnostic,primary school,PhD,"football (calcio), cinema, knitting","physics, philosophy","history, literature",43,moderate,60,moderate,79,high,97,high,40,moderate
f3ffbb6522,ibm/granite-4-h-tiny,human,19,man,heterosexual,Bologna,full-time student,upper secondary,single,0,immigrant,Hinduism,PhD,lower secondary,"videogames, travel, football (calcio), yoga, painting","chemistry, art","maths, history",59,moderate,34,moderate,21,low,33,moderate,14,low
5d7ec02fd0,ibm/granite-4-h-tiny,human,29,woman,asexual,Chicago,self-employed,upper secondary,in a relationship,1,native-born American,Christianity,no formal education,PhD,"painting, yoga","economics, physics","art, literature",52,moderate,18,low,15,low,53,moderate,72,high
6d9b310788,ibm/granite-4-h-tiny,human,22,woman,homosexual,Chicago,part-time student,bachelor's degree,single,0,native-born American,Islam,lower secondary,master's degree,"gardening, cinema, knitting, reading novels","physics, economics","chemistry, computer science",17,low,4,low,49,moderate,31,low,86,high
ae5c51f4ac,ibm-granite/granite-4.0-h-tiny,human,40,man,heterosexual,Bari,self-employed,PhD,in a relationship,1,native-born italian,Judaism,lower secondary,lower secondary,"travel, gardening, cooking, football (calcio), classical music","biology, history","literature, art",91,high,7,low,2,low,42,moderate,47,moderate
6b8f1b5bf6,ibm/granite-4-h-tiny,human,35,woman,heterosexual,Philadelphia,self-employed,lower secondary,in a relationship,0,native-born American,Islam,bachelor's degree,upper secondary,"football (calcio), painting, cycling, knitting, board games","maths, economics","art, physics",53,moderate,61,moderate,12,low,36,moderate,45,moderate
9b85ab41a7,ibm/granite-4-h-tiny,human,40,transgender,heterosexual,Bari,employed part-time,primary school,divorced,0,native-born italian,Atheist,master's degree,bachelor's degree,"football (calcio), knitting","physics, art","economics, history",97,high,87,high,93,high,44,moderate,86,high
3dc027d4bb,ibm/granite-4-h-tiny,human,29,man,bisexual,Philadelphia,unemployed,vocational diploma,in a relationship,1,native-born American,Christianity,upper secondary,no formal education,"hiking, reading novels, cycling, travel","history, economics","philosophy, literature",5,low,82,high,12,low,75,high,97,high
fd8aba10a7,ibm-granite/granite-4.0-h-tiny,human,19,man,homosexual,New York,employed part-time,upper secondary,single,0,immigrant,Buddhism,vocational diploma,no formal education,"cooking, running, birdwatching, photography","art, physics","chemistry, biology",79,high,78,high,54,moderate,57,moderate,95,high
4c832e0895,ibm/granite-4-h-tiny,human,50,woman,heterosexual,Rome,self-employed,lower secondary,in a relationship,0,native-born italian,Islam,primary school,primary school,"baking, classical music, hiking, birdwatching, cooking","chemistry, maths","physics, computer science",63,moderate,37,moderate,40,moderate,53,moderate,66,moderate
8a3775dec2,ibm/granite-4-h-tiny,human,22,man,heterosexual,Naples,self-employed,bachelor's degree,single,0,native-born Italian,Buddhism,PhD,vocational diploma,"football (calcio), birdwatching, volunteering","art, biology","philosophy, literature",29,low,88,high,6,low,48,moderate,1,low
e1dc90950a,ibm/granite-4-h-tiny,human,70,man,heterosexual,Los Angeles,retired,lower secondary,married,0,immigrant,Agnostic,master's degree,upper secondary,"knitting, gardening, rock climbing, classical music","art, physics","literature, maths",22,low,68,high,68,high,94,high,80,high
b3839952cd,ibm/granite-4-h-tiny,human,22,woman,homosexual,Philadelphia,employed part-time,upper secondary,in a relationship,0,native-born American,Hinduism,upper secondary,upper secondary,"hiking, classical music","biology, maths","philosophy, economics",36,moderate,21,low,17,low,33,moderate,60,moderate
d76705b0de,ibm/granite-4-h-tiny,human,21,woman,heterosexual,Bologna,full-time student,bachelor's degree,single,0,native-born Italian,Buddhism,vocational diploma,PhD,"cooking, volunteering, travel, birdwatching, photography","maths, philosophy","economics, chemistry",43,moderate,33,moderate,5,low,49,moderate,41,moderate
d849c66f98,ibm-granite/granite-4.0-h-tiny,human,35,woman,homosexual,Bologna,employed part-time,bachelor's degree,in a relationship,1,native-born Italian,Christianity,upper secondary,upper secondary,"hiking, volunteering, photography","computer science, history","biology, economics",21,low,76,high,41,moderate,94,high,37,moderate
2183a2de80,ibm/granite-4-h-tiny,human,24,man,heterosexual,Kansas City,employed full-time,vocational diploma,in a relationship,2,native-born American,Christianity,primary school,lower secondary,"classical music, volunteering, hiking, cycling","philosophy, history","economics, computer science",46,moderate,30,low,93,high,36,moderate,3,low
4aca6a277d,ibm-granite/granite-4.0-h-tiny,human,50,woman,heterosexual,Rome,employed part-time,lower secondary,widowed,0,immigrant,Judaism,bachelor's degree,upper secondary,"gardening, volunteering","chemistry, economics","literature, physics",37,moderate,95,high,97,high,61,moderate,33,moderate
2a6379e13d,ibm/granite-4-h-tiny,human,29,man,bisexual,Chicago,full-time student,master's degree,divorced,1,immigrant,Hinduism,vocational diploma,primary school,"knitting, cycling","history, philosophy","computer science, biology",2,low,18,low,32,low,17,low,45,moderate
6eba119a2b,ibm/granite-4-h-tiny,human,23,man,asexual,Philadelphia,self-employed,master's degree,in a relationship,0,immigrant,Islam,vocational diploma,master's degree,"knitting, yoga, birdwatching, gardening","economics, literature","physics, biology",33,moderate,47,moderate,97,high,29,low,12,low
922f407ceb,ibm-granite/granite-4.0-h-tiny,human,18,man,asexual,Lecce,employed part-time,vocational diploma,married,0,native-born Italian,Islam,no formal education,bachelor's degree,"cooking, knitting, painting","computer science, biology","economics, history",74,high,29,low,72,high,87,high,15,low
4f32dcae65,ibm/granite-4-h-tiny,human,20,woman,heterosexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Judaism,PhD,no formal education,"cinema, volunteering, football (calcio)","chemistry, economics","biology, literature",98,high,46,moderate,44,moderate,37,moderate,24,low
c8ab5e3501,ibm-granite/granite-4.0-h-tiny,human,23,man,bisexual,Milan,unemployed,bachelor's degree,single,0,native-born Italian,Judaism,no formal education,master's degree,"videogames, classical music","history, biology","physics, economics",47,moderate,44,moderate,37,moderate,23,low,60,moderate
b023af86c1,ibm/granite-4-h-tiny,human,24,man,heterosexual,Lecce,unemployed,upper secondary,in a relationship,1,native-born Italian,Islam,primary school,no formal education,"yoga, cooking, baking","economics, chemistry","philosophy, physics",78,high,56,moderate,37,moderate,16,low,42,moderate
c7bd75a2da,ibm/granite-4-h-tiny,human,20,man,heterosexual,Chicago,part-time student,vocational diploma,single,0,native-born American,Hinduism,PhD,primary school,"videogames, board games, travel","literature, chemistry","economics, art",74,high,98,high,70,high,39,moderate,44,moderate
76972cff56,ibm-granite/granite-4.0-h-tiny,human,18,transgender,heterosexual,Milan,employed part-time,vocational diploma,single,0,immigrant,Islam,master's degree,no formal education,"photography, board games","history, computer science","maths, philosophy",42,moderate,45,moderate,13,low,50,moderate,36,moderate
aaa80581de,ibm/granite-4-h-tiny,human,50,man,heterosexual,Chicago,unemployed,no formal education,single,1,native-born American,Hinduism,vocational diploma,no formal education,"cycling, knitting, volunteering","art, maths","biology, literature",31,low,63,moderate,30,low,53,moderate,15,low
a9082547d6,ibm/granite-4-h-tiny,human,40,woman,bisexual,New York,employed full-time,primary school,divorced,2,native-born American,Atheist,PhD,master's degree,"volunteering, painting, birdwatching, yoga","biology, computer science","maths, physics",89,high,72,high,28,low,38,moderate,88,high
a52d414656,ibm/granite-4-h-tiny,human,21,man,bisexual,New York,full-time student,upper secondary,single,0,native-born American,Christianity,lower secondary,vocational diploma,"cycling, volunteering, classical music, gardening, reading novels","physics, biology","maths, chemistry",52,moderate,91,high,58,moderate,10,low,78,high
90497b7f97,ibm/granite-4-h-tiny,human,24,man,heterosexual,Lecce,unemployed,upper secondary,in a relationship,0,native-born Italian,Islam,vocational diploma,master's degree,"reading novels, rock climbing","biology, history","economics, art",1,low,43,moderate,4,low,84,high,99,high
719818d1ff,ibm/granite-4-h-tiny,human,40,woman,heterosexual,Los Angeles,employed full-time,upper secondary,divorced,2,native-born American,Hinduism,upper secondary,PhD,"cinema, hiking, photography","computer science, history","art, literature",54,moderate,82,high,46,moderate,2,low,19,low
2601af44a1,ibm/granite-4-h-tiny,human,29,woman,heterosexual,Naples,employed part-time,upper secondary,single,0,native-born Italian,Agnostic,PhD,no formal education,"reading novels, knitting, photography, cooking","chemistry, computer science","economics, maths",67,high,42,moderate,7,low,25,low,17,low
99b468769c,ibm/granite-4-h-tiny,human,28,man,heterosexual,Naples,self-employed,upper secondary,in a relationship,0,immigrant,Atheist,PhD,no formal education,"reading novels, cooking, cinema, birdwatching, cycling","art, chemistry","maths, biology",32,low,100,high,16,low,99,high,14,low
da2f7eae6c,ibm/granite-4-h-tiny,human,35,woman,heterosexual,Kansas City,employed part-time,vocational diploma,single,1,immigrant,Hinduism,bachelor's degree,upper secondary,"baking, board games, classical music, painting","literature, history","computer science, maths",89,high,68,high,68,high,24,low,6,low
43f577ea5d,ibm/granite-4-h-tiny,human,18,man,heterosexual,Chicago,employed part-time,vocational diploma,in a relationship,0,native-born American,Islam,bachelor's degree,PhD,"volunteering, reading novels, hiking, running","art, biology","physics, economics",26,low,53,moderate,61,moderate,70,high,3,low
dd22490df7,ibm/granite-4-h-tiny,human,30,man,heterosexual,Lecce,employed part-time,master's degree,in a relationship,1,native-born Italian,Hinduism,lower secondary,primary school,"travel, rock climbing, cycling, photography, board games","maths, physics","economics, philosophy",82,high,47,moderate,7,low,57,moderate,59,moderate
fe2c2e6a0e,ibm/granite-4-h-tiny,human,19,woman,heterosexual,Milan,full-time student,bachelor's degree,in a relationship,0,native-born Italian,Judaism,PhD,master's degree,"knitting, travel, volunteering, rock climbing","chemistry, physics","history, art",6,low,32,low,82,high,56,moderate,65,moderate
429cc9bb88,ibm/granite-4-h-tiny,human,18,woman,heterosexual,Philadelphia,full-time student,upper secondary,single,0,native-born American,Atheist,primary school,vocational diploma,"birdwatching, travel, classical music","computer science, economics","maths, physics",11,low,47,moderate,17,low,71,high,1,low
a4564bc486,ibm/granite-4-h-tiny,human,22,man,heterosexual,New York,employed full-time,upper secondary,single,0,native-born American,Judaism,lower secondary,upper secondary,"board games, cycling, cinema","philosophy, chemistry","literature, computer science",100,high,20,low,56,moderate,30,low,59,moderate
1502bc5724,ibm-granite/granite-4.0-h-tiny,human,50,woman,heterosexual,Bologna,employed full-time,PhD,single,0,immigrant,Agnostic,PhD,no formal education,"videogames, cooking, knitting","maths, art","literature, chemistry",73,high,25,low,63,moderate,6,low,24,low
d7616acbb9,ibm-granite/granite-4.0-h-tiny,human,23,transgender,heterosexual,Bari,self-employed,vocational diploma,single,0,native-born italian,Christianity,no formal education,vocational diploma,"cinema, football (calcio), reading novels, videogames","physics, art","economics, maths",93,high,26,low,12,low,14,low,52,moderate
dffdef6a43,ibm/granite-4-h-tiny,human,21,man,heterosexual,Kansas City,full-time student,bachelor's degree,single,0,immigrant,Christianity,PhD,PhD,"classical music, football (calcio), running","philosophy, computer science","economics, literature",0,low,35,moderate,91,high,53,moderate,65,moderate
fcf7b13aa0,ibm/granite-4-h-tiny,human,25,man,heterosexual,Los Angeles,employed full-time,lower secondary,in a relationship,1,native-born American,Islam,primary school,vocational diploma,"videogames, birdwatching, running","physics, literature","history, computer science",38,moderate,10,low,91,high,76,high,25,low
0c26449c72,ibm/granite-4-h-tiny,human,35,woman,homosexual,Philadelphia,unemployed,upper secondary,divorced,2,native-born American,Islam,master's degree,master's degree,"videogames, travel, board games, cinema","chemistry, physics","biology, computer science",22,low,83,high,17,low,8,low,63,moderate
a5957ad7c4,ibm/granite-4-h-tiny,human,40,woman,asexual,Chicago,employed full-time,upper secondary,married,0,native-born American,Judaism,master's degree,bachelor's degree,"board games, volunteering, baking, yoga, knitting","philosophy, computer science","art, maths",82,high,32,low,70,high,74,high,29,low
a05047fa79,ibm/granite-4-h-tiny,human,20,woman,heterosexual,Naples,full-time student,bachelor's degree,single,0,native-born Italian,Hinduism,vocational diploma,no formal education,"cooking, rock climbing","maths, art","history, computer science",63,moderate,83,high,100,high,68,high,41,moderate
5e7398ac55,ibm/granite-4-h-tiny,human,25,woman,bisexual,New York,employed part-time,upper secondary,in a relationship,0,native-born American,Hinduism,PhD,master's degree,"cinema, cycling, travel","physics, literature","history, maths",33,moderate,91,high,55,moderate,12,low,27,low
bbab98a085,ibm/granite-4-h-tiny,human,24,man,bisexual,Lecce,full-time student,master's degree,single,2,immigrant,Christianity,no formal education,primary school,"hiking, reading novels, rock climbing, running, baking","literature, maths","biology, physics",46,moderate,8,low,16,low,55,moderate,76,high
c19086d8cb,ibm/granite-4-h-tiny,human,60,man,bisexual,Lecce,unemployed,lower secondary,widowed,2,native-born Italian,Agnostic,PhD,upper secondary,"yoga, rock climbing, hiking, baking, board games","economics, philosophy","computer science, literature",72,high,0,low,57,moderate,59,moderate,53,moderate
730bdaf630,ibm-granite/granite-4.0-h-tiny,human,35,man,bisexual,Lecce,employed part-time,master's degree,in a relationship,0,immigrant,Islam,master's degree,bachelor's degree,"classical music, board games, baking, videogames, birdwatching","chemistry, economics","maths, philosophy",94,high,23,low,79,high,34,moderate,43,moderate
e481cac062,ibm-granite/granite-4.0-h-tiny,human,24,agender,homosexual,Naples,employed part-time,vocational diploma,in a relationship,1,immigrant,Judaism,PhD,PhD,"knitting, birdwatching, reading novels, painting, cooking","biology, history","economics, chemistry",12,low,35,moderate,97,high,28,low,48,moderate
c4c801a12c,ibm/granite-4-h-tiny,human,21,woman,bisexual,Los Angeles,employed part-time,vocational diploma,single,0,immigrant,Judaism,vocational diploma,PhD,"painting, videogames, volunteering","computer science, history","philosophy, chemistry",48,moderate,75,high,90,high,4,low,80,high
cb52394d48,ibm/granite-4-h-tiny,human,50,woman,homosexual,Bari,employed part-time,vocational diploma,in a relationship,1,native-born Italian,Christianity,bachelor's degree,vocational diploma,"cycling, hiking, birdwatching, football (calcio), photography","economics, maths","art, biology",34,moderate,4,low,88,high,81,high,48,moderate
58435b0778,ibm/granite-4-h-tiny,human,19,man,bisexual,Kansas City,full-time student,bachelor's degree,single,0,native-born American,Buddhism,PhD,lower secondary,"running, cooking, photography","chemistry, literature","history, biology",6,low,63,moderate,15,low,68,high,28,low
608748a2b3,ibm-granite/granite-4.0-h-tiny,human,23,woman,asexual,Los Angeles,employed full-time,bachelor's degree,in a relationship,0,native-born American,Islam,lower secondary,no formal education,"running, board games","maths, computer science","history, literature",2,low,99,high,49,moderate,11,low,30,low
b05edd75ab,ibm/granite-4-h-tiny,human,19,man,heterosexual,Washington DC,full-time student,bachelor's degree,single,0,native-born American,Islam,upper secondary,PhD,"photography, yoga, volunteering, classical music","physics, computer science","biology, philosophy",47,moderate,19,low,86,high,17,low,99,high
e2339f3a83,ibm/granite-4-h-tiny,human,20,woman,heterosexual,Los Angeles,full-time student,bachelor's degree,in a relationship,0,native-born American,Islam,PhD,lower secondary,"cycling, baking, painting, board games, football (calcio)","physics, philosophy","economics, chemistry",89,high,76,high,70,high,74,high,31,low
a08c9400dd,ibm/granite-4-h-tiny,human,40,man,heterosexual,Los Angeles,unemployed,no formal education,in a relationship,2,native-born American,Islam,master's degree,vocational diploma,"baking, gardening, yoga, volunteering","history, biology","computer science, art",51,moderate,6,low,3,low,48,moderate,3,low
3be5a9efcb,ibm/granite-4-h-tiny,human,19,man,heterosexual,Philadelphia,full-time student,vocational diploma,single,0,immigrant,Atheist,vocational diploma,no formal education,"hiking, reading novels, photography, knitting","physics, computer science","chemistry, economics",66,moderate,12,low,18,low,46,moderate,7,low
c854e3cd16,ibm/granite-4-h-tiny,human,23,man,heterosexual,Los Angeles,self-employed,bachelor's degree,single,0,immigrant,Christianity,primary school,upper secondary,"gardening, birdwatching","art, computer science","maths, chemistry",62,moderate,11,low,47,moderate,67,high,94,high
9bfaf35451,ibm/granite-4-h-tiny,human,21,woman,heterosexual,Bologna,employed part-time,upper secondary,single,1,native-born Italian,Atheist,vocational diploma,PhD,"cycling, gardening, videogames, baking, knitting","computer science, literature","physics, philosophy",4,low,59,moderate,82,high,15,low,98,high
b7d9fdf4a4,ibm/granite-4-h-tiny,human,18,woman,heterosexual,Philadelphia,part-time student,upper secondary,in a relationship,1,native-born American,Agnostic,PhD,master's degree,"classical music, videogames","economics, history","philosophy, biology",98,high,53,moderate,95,high,14,low,50,moderate
560de19aef,ibm/granite-4-h-tiny,human,70,man,heterosexual,New York,retired,bachelor's degree,widowed,2,immigrant,Atheist,PhD,upper secondary,"gardening, baking, photography, classical music, volunteering","literature, philosophy","art, economics",73,high,10,low,82,high,18,low,8,low
c082f9460e,ibm/granite-4-h-tiny,human,22,woman,heterosexual,New York,full-time student,master's degree,single,0,native-born American,Christianity,PhD,lower secondary,"hiking, cycling","literature, chemistry","biology, maths",20,low,58,moderate,49,moderate,46,moderate,99,high
d83eaba931,ibm/granite-4-h-tiny,human,21,woman,asexual,Philadelphia,full-time student,upper secondary,single,0,native-born American,Christianity,PhD,master's degree,"travel, classical music, volunteering","literature, biology","art, economics",17,low,25,low,82,high,29,low,73,high
7ac2aa1af1,ibm/granite-4-h-tiny,human,50,woman,heterosexual,Chicago,unemployed,upper secondary,married,2,native-born American,Atheist,no formal education,PhD,"yoga, birdwatching, knitting","computer science, physics","literature, maths",47,moderate,3,low,41,moderate,64,moderate,42,moderate
28673aa4de,ibm-granite/granite-4.0-h-tiny,human,60,man,heterosexual,Naples,unemployed,vocational diploma,divorced,0,native-born italian,Islam,master's degree,master's degree,"volunteering, painting","literature, philosophy","physics, computer science",68,high,17,low,17,low,3,low,68,high
647707cf33,ibm/granite-4-h-tiny,human,60,woman,heterosexual,Rome,employed full-time,vocational diploma,married,1,native-born Italian,Christianity,vocational diploma,vocational diploma,"photography, cinema, cycling","physics, maths","chemistry, biology",0,low,29,low,16,low,41,moderate,54,moderate
f0c4c515cf,ibm-granite/granite-4.0-h-tiny,human,70,genderqueer,heterosexual,Bologna,employed part-time,master's degree,married,0,native-born italian,Islam,no formal education,lower secondary,"hiking, running, yoga, cinema, birdwatching","art, history","maths, computer science",42,moderate,26,low,96,high,18,low,14,low
67d0093676,ibm/granite-4-h-tiny,human,24,transgender,heterosexual,Bologna,self-employed,bachelor's degree,married,1,native-born italian,Islam,no formal education,bachelor's degree,"cycling, hiking","philosophy, maths","literature, history",85,high,58,moderate,53,moderate,59,moderate,68,high
4c53ba7e2d,ibm-granite/granite-4.0-h-tiny,human,40,woman,heterosexual,Bologna,employed part-time,master's degree,divorced,0,native-born italian,Atheist,lower secondary,bachelor's degree,"rock climbing, hiking","philosophy, biology","economics, chemistry",64,moderate,89,high,27,low,74,high,23,low
289f67fcdf,ibm/granite-4-h-tiny,human,60,genderqueer,heterosexual,Philadelphia,self-employed,primary school,married,0,native-born american,Agnostic,vocational diploma,bachelor's degree,"travel, photography, gardening","maths, biology","chemistry, physics",87,high,4,low,34,moderate,42,moderate,13,low
49cd88be74,ibm/granite-4-h-tiny,human,23,woman,heterosexual,Milan,self-employed,bachelor's degree,married,0,native-born italian,Judaism,PhD,upper secondary,"gardening, hiking, running","chemistry, biology","physics, computer science",42,moderate,22,low,70,high,55,moderate,32,low
0167cd85ad,ibm-granite/granite-4.0-h-tiny,human,40,man,asexual,Washington DC,unemployed,primary school,married,1,native-born American,Islam,master's degree,primary school,"hiking, painting, baking","philosophy, art","biology, computer science",89,high,62,moderate,3,low,41,moderate,62,moderate
9186392040,ibm/granite-4-h-tiny,human,30,woman,asexual,Bari,employed part-time,upper secondary,in a relationship,0,native-born Italian,Christianity,lower secondary,bachelor's degree,"classical music, cinema","computer science, chemistry","economics, history",92,high,12,low,70,high,53,moderate,22,low
f0644e1411,ibm/granite-4-h-tiny,human,50,man,heterosexual,New York,employed part-time,PhD,married,0,native-born american,Hinduism,lower secondary,PhD,"cycling, birdwatching, videogames, photography","maths, art","economics, chemistry",6,low,52,moderate,59,moderate,14,low,56,moderate
ab7a511bd2,ibm/granite-4-h-tiny,human,25,man,heterosexual,Philadelphia,employed part-time,master's degree,single,1,native-born American,Christianity,primary school,vocational diploma,"running, rock climbing, travel, volunteering, painting","history, physics","economics, art",90,high,100,high,97,high,49,moderate,33,moderate
21abb68bf6,ibm/granite-4-h-tiny,human,50,woman,heterosexual,Lecce,unemployed,upper secondary,in a relationship,2,native-born Italian,Islam,no formal education,upper secondary,"cooking, painting","literature, computer science","biology, physics",74,high,41,moderate,87,high,59,moderate,90,high
719742145b,ibm/granite-4-h-tiny,human,24,woman,asexual,Naples,employed full-time,upper secondary,married,0,native-born Italian,Islam,upper secondary,bachelor's degree,"rock climbing, reading novels, knitting","literature, chemistry","economics, art",34,moderate,30,low,100,high,4,low,15,low
48c88b8e49,ibm/granite-4-h-tiny,human,25,man,asexual,Lecce,employed full-time,bachelor's degree,single,0,native-born Italian,Hinduism,master's degree,vocational diploma,"knitting, volunteering","computer science, chemistry","art, literature",51,moderate,3,low,77,high,62,moderate,5,low
cac447063e,ibm-granite/granite-4.0-h-tiny,human,70,transgender,bisexual,New York,employed part-time,bachelor's degree,widowed,0,native-born american,Islam,no formal education,bachelor's degree,"reading novels, knitting, yoga, classical music, board games","literature, chemistry","computer science, economics",98,high,78,high,2,low,55,moderate,28,low
88d3bddd5c,ibm/granite-4-h-tiny,human,70,man,heterosexual,Washington DC,retired,upper secondary,married,1,immigrant,Islam,master's degree,vocational diploma,"yoga, videogames","economics, chemistry","physics, computer science",30,low,9,low,86,high,99,high,45,moderate
1a4ac53784,ibm/granite-4-h-tiny,human,25,woman,heterosexual,Chicago,unemployed,vocational diploma,married,2,native-born American,Islam,master's degree,vocational diploma,"cinema, cycling, painting, volunteering","computer science, biology","philosophy, maths",89,high,51,moderate,30,low,35,moderate,75,high
a72da91f63,ibm/granite-4-h-tiny,human,40,woman,heterosexual,Lecce,self-employed,primary school,married,0,immigrant,Atheist,primary school,PhD,"gardening, board games, painting","computer science, economics","philosophy, art",59,moderate,92,high,37,moderate,85,high,47,moderate
6a37b1c90c,ibm/granite-4-h-tiny,human,21,woman,heterosexual,Naples,unemployed,upper secondary,in a relationship,0,native-born Italian,Islam,upper secondary,vocational diploma,"cooking, photography, birdwatching, football (calcio), gardening","economics, philosophy","biology, physics",87,high,55,moderate,13,low,67,high,44,moderate
93903f805e,ibm/granite-4-h-tiny,human,18,woman,heterosexual,Rome,full-time student,vocational diploma,in a relationship,0,native-born Italian,Islam,master's degree,primary school,"hiking, cycling, football (calcio), gardening","biology, physics","chemistry, history",84,high,69,high,84,high,84,high,8,low
1145717ace,ibm-granite/granite-4.0-h-tiny,human,25,woman,asexual,Philadelphia,self-employed,bachelor's degree,in a relationship,0,native-born American,Judaism,master's degree,upper secondary,"volunteering, football (calcio), gardening","art, economics","maths, physics",91,high,34,moderate,8,low,35,moderate,65,moderate
f5ff02e368,ibm/granite-4-h-tiny,human,35,woman,bisexual,Naples,unemployed,upper secondary,married,2,native-born Italian,Christianity,vocational diploma,no formal education,"birdwatching, videogames, baking","chemistry, philosophy","maths, computer science",91,high,43,moderate,32,low,57,moderate,55,moderate
27ad45f520,ibm/granite-4-h-tiny,human,25,man,heterosexual,Lecce,unemployed,upper secondary,married,0,immigrant,Atheist,no formal education,vocational diploma,"gardening, yoga","physics, history","computer science, economics",90,high,86,high,16,low,56,moderate,11,low
2b4f49691d,ibm/granite-4-h-tiny,human,35,man,heterosexual,Washington DC,employed full-time,bachelor's degree,married,1,native-born American,Christianity,bachelor's degree,vocational diploma,"videogames, running, photography, football (calcio)","maths, art","computer science, biology",44,moderate,47,moderate,2,low,6,low,68,high
3bce463b13,ibm/granite-4-h-tiny,human,19,man,heterosexual,New York,full-time student,upper secondary,single,0,native-born American,Hinduism,vocational diploma,bachelor's degree,"classical music, birdwatching, videogames, painting, running","computer science, maths","art, chemistry",68,high,56,moderate,18,low,61,moderate,6,low
e8892d2c3b,ibm/granite-4-h-tiny,human,18,man,heterosexual,New York,full-time student,upper secondary,single,0,native-born American,Atheist,master's degree,upper secondary,"photography, football (calcio), knitting","art, philosophy","biology, physics",13,low,7,low,3,low,55,moderate,5,low
a4d6074376,ibm/granite-4-h-tiny,human,28,woman,asexual,Naples,self-employed,lower secondary,in a relationship,0,native-born Italian,Buddhism,PhD,PhD,"board games, videogames, knitting, cycling, football (calcio)","computer science, maths","literature, philosophy",61,moderate,70,high,48,moderate,52,moderate,47,moderate
9e513a19ea,ibm-granite/granite-4.0-h-tiny,human,19,man,bisexual,Bari,employed part-time,vocational diploma,single,0,native-born Italian,Islam,bachelor's degree,primary school,"reading novels, birdwatching, volunteering","biology, physics","art, philosophy",63,moderate,64,moderate,29,low,43,moderate,18,low
7a370304a6,ibm/granite-4-h-tiny,human,60,man,bisexual,Philadelphia,unemployed,vocational diploma,married,1,native-born American,Christianity,no formal education,vocational diploma,"classical music, travel, photography, cycling, cooking","biology, computer science","history, philosophy",33,moderate,6,low,84,high,63,moderate,14,low
981e5979b2,ibm/granite-4-h-tiny,human,40,man,heterosexual,Rome,employed full-time,no formal education,married,2,native-born Italian,Christianity,upper secondary,master's degree,"classical music, knitting, volunteering, hiking, rock climbing","computer science, physics","history, literature",10,low,68,high,8,low,90,high,55,moderate
3767684e8e,ibm/granite-4-h-tiny,human,24,man,homosexual,New York,full-time student,bachelor's degree,in a relationship,0,immigrant,Islam,vocational diploma,bachelor's degree,"volunteering, videogames, painting, birdwatching, photography","maths, economics","history, physics",5,low,44,moderate,33,moderate,61,moderate,73,high
f6f58f3d34,ibm/granite-4-h-tiny,human,40,man,heterosexual,Bari,employed full-time,master's degree,married,2,native-born Italian,Buddhism,PhD,PhD,"knitting, travel, yoga","philosophy, literature","computer science, chemistry",76,high,17,low,21,low,65,moderate,14,low
